idConsulta,preguntas_similares,Posicion
11,"Que se realiza en la exhibición de nómina de aspirantes
Qué sucede durante la presentación de lista de candidatos
Qué actividades tienen lugar en el mostrado de lista de postulantes
Qué procedimientos se llevan a cabo en la publicación de lista de solicitantes
Qué acciones se emprenden en la divulgación de lista de aspirantes
Qué medidas se toman en la exhibición pública de lista de candidatos
Qué procesos se siguen en el mostrado de lista de postulados
Qué protocolos se cumplen en la presentación de lista de solicitantes
Qué requisitos se satisfacen en la publicación de lista de aspirantes
Qué resoluciones se toman en la exhibición pública de lista de candidatos",2
12,"Quienes pueden ejercer el derecho de impugnar la participación en el concurso de los aspirantes?
Quienes tienen derecho a cuestionar la participación en el concurso de los candidatos?
Quiénes pueden desafiar la participación en el concurso de los postulantes?
Quién puede reclamar la anulación de la participación en el concurso de los solicitantes?
Quienes pueden ejercer su derecho a impugnar la participación en el concurso de los aspirantes?
Quiénes tienen derecho a cuestionar la inclusión en el concurso de los candidatos?
Quién puede desafiar la participación en el concurso de los postulantes?
Quienes pueden reclamar la anulación de la participación en el concurso de los solicitantes?
Quienes pueden ejercer su derecho a impugnar la participación en el proceso competitivo de los aspirantes?",2
13,"Que consecuencias tiene la interposición de la impugnación?
Qué efectos tiene la presentación de la reclamación?
Qué resultados se derivan del planteamiento de la apelación?
Qué consecuencias tiene el archivo de la queja?
Qué medidas se toman después de la formulación de la protesta?
Qué acciones se emprenden tras la interposición de la objeción?
Qué sanciones se aplican por la presentación del recurso?
Qué consecuencias tiene la interposición de la reclamación?
Qué efectos tiene el planteamiento de la petición de revisión?",3
14,"Que tiene que pasar para que el consejo directivo excluya a un aspirante?
Qué condiciones deben cumplirse para que el comité ejecutivo rechace al candidato?
Qué circunstancias deben darse para que la junta de gobierno elimine al solicitante?
Qué sucede si el consejo académico decide excluir al postulante?
Qué debe ocurrir para que el comité de admisiones desestime a un aspirante?
Qué medidas se deben tomar para que el consejo universitario rechace a un candidato?
Qué requisitos deben cumplirse para que la junta directiva elimine a un solicitante?
Qué sucede si el consejo estudiantil decide excluir al postulante?
Qué circunstancias deben darse para que el comité de admisiones desestime a un aspirante?",-1
15,"Que organismo designa a los integrantes del jurado?
El comité estudiantil selecciona a los miembros del jurado.
La junta académica es responsable de designar a los integrantes del jurado.
El consejo universitario determina quiénes forman parte del jurado.
El departamento de asuntos estudiantiles asigna a los miembros del jurado.
El comité de ética y conducta escolar designa a los integrantes del jurado.
La oficina de la rectoría selecciona a los miembros del jurado.
El consejo de facultad determina quiénes forman parte del jurado.
El comité de apelaciones asigna a los miembros del jurado.
La secretaría académica es responsable de designar a los integrantes del jurado.",1
16,"Que condiciones deben reunir los integrantes del jurado?
¿Qué requisitos deben cumplir los miembros del tribunal?
¿Cuáles son las calificaciones necesarias para ser parte del panel de jueces?
¿Qué características deben poseer los participantes en el consejo de evaluación?
¿Qué habilidades y conocimientos deben tener los integrantes del comité de revisión?
¿Qué condiciones deben cumplir los miembros del comité asesor?
¿Qué perfiles deben tener los participantes en la junta de expertos?
¿Qué competencias deben poseer los integrantes del panel de evaluación?
¿Qué características deben tener los miembros del consejo consultivo?
¿Qué habilidades y conocimientos deben tener los participantes en el comité revisor?",3
17,"Cómo se realiza la recusasión de los miembros del jurado?
Cómo se lleva a cabo la eliminación de los miembros del tribunal?
Cómo se procede con la exclusión de los miembros del panel?
Cómo se efectúa el rechazo de los miembros del consejo de jurados?
Cómo se realiza la expulsión de los miembros del comité de jurado?
Cómo se lleva a cabo la separación de los miembros del tribunal de honor?
Cómo se procede con la remoción de los miembros del panel de jueces?
Cómo se efectúa el despido de los miembros del consejo de jurados?
Cómo se realiza la exclusión de los miembros del comité de evaluación?",3
18,"Cuales son los causales de recusasión para algún aspirante?
¿Qué motivos habilitan la exclusión de un candidato en el proceso de admisión?
¿Cuáles son los criterios que justifican la descalificación de un postulante?
¿Qué razones permiten excluir a alguien del proceso de selección?
¿Qué circunstancias dan derecho a rechazar a un aspirante?
¿Qué condiciones habilitan la exclusión de un candidato en el proceso de admisión?
¿Cuáles son los motivos que justifican la descalificación de un postulante?
¿Qué razones permiten excluir a alguien del proceso de selección?
¿Qué circunstancias dan derecho a rechazar a un aspirante?
¿Qué condiciones habilitan la exclusión de un candidato en el proceso de admisión?",-1
19,"Qué organismo resuelve las recusasiones y excusasiones del jurado?
¿Cuál es la instancia que atiende a las reclamaciones y justificaciones del panel de jueces?
¿Quién o qué comité se encarga de resolver los casos de incompatibilidad y ausencia injustificada del jurado?
¿Qué departamento universitario resuelve las excusas y recusas de los miembros del tribunal?
¿Cuál es el órgano que decide sobre las objeciones y disculpas presentadas por el jurado?
¿Quién o qué comité se encarga de resolver las reclamaciones y justificaciones del panel de jueces?
¿Qué organismo resuelve las excusas y recusas de los miembros del tribunal universitario?
¿Cuál es la instancia que atiende a las objeciones y disculpas presentadas por el jurado?
¿Quién o qué comité se encarga de resolver los casos de incompatibilidad y ausencia injustificada del panel de jueces?
¿Qué departamento universitario resuelve las reclamaciones y justificaciones del tribunal?",2
20,"Quien reemplaza a un jurado recusado o excusado?
¿Quién sustituye al miembro del tribunal que ha sido recusado o excusado?
¿Qué persona toma el lugar de un miembro del jurado que ha sido recusado o excusado?
¿Quién ocupa la plaza vacante en el jurado debido a una recusación o excusa?
¿A quién corresponde reemplazar al miembro del tribunal que ha sido recusado o excusado?
¿Qué procedimiento se sigue para designar a alguien que reemplace al miembro del jurado recusado o excusado?
¿Quién es responsable de nombrar a un nuevo miembro para el jurado en caso de una recusación o excusa?
¿Cómo se selecciona a la persona que sustituirá al miembro del tribunal recusado o excusado?
¿Qué autoridad tiene la facultad de designar a alguien para reemplazar al miembro del jurado recusado o excusado?",1
21,"Que presencia hace falta para que el jurado funciones válidamente?
¿Qué participación es necesaria para que la junta de expertos opere correctamente?
¿Cuál es la asistencia requerida para que el panel de jueces funcione adecuadamente?
¿Qué presencia mínima es necesaria para que el consejo de estudiantes funcione válidamente?
¿Qué participación hace falta para que el comité de investigación funcione eficazmente?
¿Qué asistencia es necesaria para que la junta directiva opere correctamente?
¿Cuál es la presencia requerida para que el panel de expertos en admisiones funcione adecuadamente?
¿Qué participación es necesaria para que el comité de ética funcione eficazmente?
¿Qué asistencia hace falta para que el consejo académico opere correctamente?",5
22,"Que antelación tiene que haber para realizar un sorteo del tema y orden de exposición?
¿Cuánto tiempo antes debe realizarse el sorteo para determinar la secuencia de temas y exposiciones?
¿Qué plazo previo es necesario para llevar a cabo un sorteo para establecer el orden de los temas y presentaciones?
¿Cuál es el período mínimo requerido para realizar un sorteo del tema y orden de exposición?
¿Qué antelación mínima debe haber antes de efectuar un sorteo para determinar la secuencia de temas y exposiciones?
¿Cuánto tiempo previo se necesita para organizar un sorteo que determine el orden de los temas y presentaciones?
¿Qué plazo mínimo es necesario para realizar un sorteo del tema y orden de exposición en el contexto universitario?
¿Cuál es la antelación mínima requerida para llevar a cabo un sorteo que establezca el orden de los temas y presentaciones académicas?
¿Qué período previo debe darse antes de efectuar un sorteo para determinar la secuencia de temas y exposiciones en el ámbito universitario?
¿Cuánto tiempo se necesita con anticipación para realizar un sorteo del tema y orden de exposición según las políticas universitarias?",1
23,"Cuales son las pautas para la evaluación de un aspirante?
¿Qué criterios se utilizan para evaluar a un candidato?
¿Cuáles son los parámetros para la selección de un postulante?
¿Cómo se determina el perfil adecuado para un estudiante?
¿Qué procedimientos se siguen para la admisión de un alumno?
¿Cuál es el proceso para la evaluación de un solicitante?
¿Qué pautas se establecen para la admisión de un candidato?
¿Cómo se seleccionan los estudiantes que cumplen con los requisitos?
¿Qué criterios se consideran para la admisión de un estudiante?
¿Cuáles son las normas para la evaluación de un aspirante?",-1
24,"Cuanto tiempo debe pasar para notificar las conclusiones del dictamen del jurado?
¿Hasta qué momento se deben comunicar los resultados del veredicto del panel de expertos?
¿Qué plazo es necesario para informar a la comunidad universitaria sobre el dictamen del jurado?
¿Cuántas semanas o meses deben transcurrir antes de que se hagan públicas las conclusiones del dictamen del jurado?
¿En qué momento debe ser notificado oficialmente al público el resultado del dictamen del jurado?
¿Qué período de tiempo es necesario para que se conozcan los hallazgos del dictamen del jurado?
¿Cuánto tiempo después de emitido el dictamen del jurado se deben comunicar sus conclusiones a la universidad?
¿Hasta qué fecha debe ser informada la comunidad sobre las conclusiones del dictamen del jurado?
¿Qué plazo es necesario para que se hagan públicas las conclusiones del dictamen del jurado en la facultad?
¿Cuántas semanas deben pasar antes de que se comuniquen oficialmente los resultados del dictamen del jurado?",1
25,"A cargo de que organismo está la designación de profesores por concurso?
A cargo de qué institución se realiza la selección de docentes mediante concurso?
A cargo de quién es el proceso de contratación de profesores a través de un concurso?
A cargo de qué departamento se efectúa la designación de profesores mediante un procedimiento competitivo?
A cargo de quién está la responsabilidad de seleccionar a los profesores a través de un concurso público?
A cargo de qué área administrativa se lleva a cabo el proceso de selección de docentes por concurso?
A cargo de quién es la designación de profesores mediante un procedimiento de concurso abierto?
A cargo de qué unidad académica está la responsabilidad de realizar la selección de profesores a través de un concurso competitivo?
A cargo de quién se efectúa el proceso de contratación de profesores a través de un concurso universitario?",2
26,"Qué sucede cuando existen reales dificultades para obtener miembros del jurado?
¿Qué ocurre cuando hay problemas serios para seleccionar miembros del tribunal?
¿Cómo se manejan las complicaciones en la selección de miembros del panel de jueces?
¿Qué medidas se toman cuando es difícil encontrar personas para formar parte del jurado?
¿Qué sucede cuando no es posible obtener participantes para el panel de jueces?
¿Cómo se abordan los obstáculos en la búsqueda de miembros del tribunal?
¿Qué procedimiento se sigue cuando hay dificultades para seleccionar a los miembros del jurado?
¿Qué medidas se toman cuando hay problemas significativos para formar un panel de jueces?
¿Qué sucede cuando no es posible completar el panel de jueces debido a dificultades en la selección?",10
27,"Que se realiza ante la aparición de una nueva vacante o puesto curricular?
Qué proceso se inicia cuando surge un nuevo cargo académico?
Cuál es el procedimiento a seguir al surgir un nuevo puesto docente?
¿Cómo se aborda la creación de un nuevo puesto administrativo en la universidad?
Qué medidas se toman ante la aparición de una nueva vacante o posición curricular?
Cuándo se inicia el proceso para cubrir un nuevo cargo académico?
Qué protocolo se sigue al surgir un nuevo puesto de investigación?
¿Cómo se gestiona la creación de un nuevo puesto en la estructura universitaria?
Qué procedimiento se sigue ante la aparición de una nueva vacante o posición curricular?
Cuál es el proceso para cubrir un nuevo cargo administrativo en la institución.",2
28,"Qué carácter tienen las solicitudes de inscripción a un concurso docente?
Qué características tienen los formularios de inscripción para un concurso académico?
Qué tipo de peticiones se deben presentar para participar en un concurso docente?
Qué naturaleza tienen las propuestas de inscripción para un concurso universitario?
Qué carácter tienen las solicitudes de admisión a un concurso de cátedra?
Qué características tienen los pedidos de inscripción para un concurso de profesores?
Qué tipo de peticiones se deben presentar para participar en un concurso de docencia?
Qué naturaleza tienen las propuestas de inscripción para un concurso de enseñanza universitaria?
Qué carácter tienen las solicitudes de admisión a un concurso de educadores universitarios?",-1
29,"Quienes pueden recusar a los miembros del jurado?
Estudiantes que pueden objetar a los miembros del tribunal
Profesores que pueden desacuerdo con los miembros del panel
Personal administrativo que puede rechazar a los miembros de la junta
Alumnos que pueden protestar contra los miembros del consejo
Miembros de la comunidad universitaria que pueden discrepar con los miembros del jurado
Facultad que puede desacuerdo con los miembros del panel
Estudiantes que pueden objetar a los miembros del tribunal
Personal académico que puede rechazar a los miembros de la junta
Miembros de la comunidad universitaria que pueden protestar contra los miembros del consejo",-1
30,"Quien resuelve las excusasiones y recusaciones 
¿Quién atiende a los estudiantes con solicitudes de justificación?
¿A quién se dirigen los estudiantes para pedir permiso por ausencia?
¿Quién es responsable de evaluar las razones para la falta?
¿Quién decide sobre las peticiones de exención?
¿Quién responde a las excusas y recusaciones de los estudiantes?
¿Quién atiende a los estudiantes con solicitudes de justificación por ausencia?
¿A quién se dirigen los estudiantes para pedir permiso por falta?
¿Quién es responsable de evaluar las razones para la exención?
¿Quién decide sobre las peticiones de excusas?",-1
31,"Que actividades no puede realizar un alumno en categoría pasivo?
Qué acciones no puede llevar a cabo un estudiante en situación de inactividad?
Qué comportamientos no puede exhibir un alumno en estado de suspensión académica?
Qué tareas no puede cumplir con un estudiante en condición de inasistencia?
Qué actividades no puede realizar un estudiante en categoría de baja?
Qué procedimientos no puede seguir un alumno en situación de inactividad administrativa?
Qué responsabilidades no puede asumir un estudiante en estado de suspensión académica?
Qué obligaciones no puede cumplir con un estudiante en condición de inasistencia?
Qué deberes no puede realizar un alumno en categoría de baja?
Qué requisitos no puede cumplir un estudiante en situación de inactividad administrativa?",1
32,"Hasta cuando se mantiene la regularidad de la asignatura?
¿Hasta qué momento se garantiza la continuidad del curso académico?
¿Cuándo se suspende la actividad docente en la materia?
¿Qué fecha límite tiene el seguimiento de los estudiantes en la asignatura?
¿En qué plazo se considera atrasado un estudiante en la cursada de la asignatura?
¿Hasta cuándo se permite la inscripción tardía en la asignatura?
¿Cuál es el último día para solicitar la devolución de créditos en la materia?
¿Qué fecha límite tiene la entrega de trabajos finales en la asignatura?
¿En qué momento se considera que un estudiante ha abandonado la cursada de la asignatura?",3
33,"Que implica la pérdida de regularidad?
¿Qué consecuencias tiene la pérdida de regularidad académica?
¿Cuáles son los efectos de no cumplir con los requisitos de regularidad?
¿Qué sucede cuando se pierde el estado de regularidad en una asignatura?
¿Cómo afecta a un estudiante perder su condición de regularidad?
¿Qué implica ser declarado irregular en la universidad?
¿Cuáles son las implicaciones legales de la pérdida de regularidad académica?
¿Qué medidas se toman cuando un estudiante pierde su estado de regularidad?
¿Cómo afecta a una carrera perder el status de regularidad?
¿Qué consecuencias tiene para un estudiante ser clasificado como irregular en la universidad?",3
34,"Que es un alumno vocacional?
¿Qué significa ser un estudiante vocacional en la institución universitaria?
¿Cuál es el perfil del estudiante vocacional dentro del contexto académico?
¿Cómo se define a un estudiante vocacional en términos de objetivos y metas educativas?
¿Qué características distinguen a un estudiante vocacional en comparación con otros estudiantes?
¿Qué papel juega un estudiante vocacional en la comunidad universitaria?
¿Cuáles son las expectativas académicas para un estudiante vocacional dentro del plan de estudios?
¿Cómo se apoya el desarrollo profesional y personal de un estudiante vocacional a través de programas institucionales?
¿Qué oportunidades de crecimiento y desarrollo ofrecen los programas académicos para un estudiante vocacional?
¿Cuál es la importancia de identificar y apoyar a los estudiantes vocacionales dentro del marco de políticas universitarias?",1
35,"Que derechos tiene un alumno vocacional?
Qué beneficios disfruta un estudiante profesional?
¿Cuáles son los privilegios de un alumnado técnico?
Qué garantías tiene un estudiante de carrera?
¿Qué protecciones tiene un alumno universitario?
Qué facilidades cuenta un estudiante de grado?
Qué derechos tiene un estudiante de posgrado?
Qué beneficios disfruta un alumnado internacional?
Qué protecciones tiene un estudiante extranjero?
Qué facilidades cuenta un alumno vocacional?",1
36,"Como puede aprobar una asignatura un alumno regular?
Cómo puede aprobar una materia un estudiante matriculado?
Cómo puede aprobar una asignación académica un alumno inscrito?
Cómo puede aprobar una unidad de estudio un estudiante regular?
Cómo puede aprobar un curso un alumno cursante?
Cómo puede aprobar un módulo un estudiante matriculado?
Cómo puede aprobar un componente curricular un alumno regular?
Cómo puede aprobar un tema académico un estudiante inscrito?
Cómo puede aprobar una unidad de crédito un alumno cursante?",7
37,"Como puede aprobar una materia un alumno libre?
Cómo puede aprobar un curso un estudiante independiente?
Cómo puede aprobar un crédito académico un alumno no matriculado?
Cómo puede aprobar un título un estudiante que no está inscrito?
Cómo puede aprobar un programa de estudio un alumno externo?
Cómo puede aprobar una asignatura un estudiante libre?
Cómo puede aprobar un módulo un alumno que no está matriculado?
Cómo puede aprobar un curso académico un estudiante que no está registrado?
Cómo puede aprobar un crédito universitario un alumno que no es parte del cuerpo estudiantil?
Cómo puede aprobar una materia de estudio un estudiante que no tiene condición de alumno regular?",8
38,"Como se expresa la calificación final de una asignatura?
Cómo se determina la nota final de un curso académico?
¿Cómo se calcula el puntaje final de una materia universitaria?
Qué método se utiliza para obtener la calificación final de una asignatura?
Cómo se establece la puntuación final de una unidad de estudio?
¿Cómo se obtiene la calificación definitiva de una asignatura en la universidad?
Cómo se determina la nota final de un estudiante en una materia específica?
Qué procedimiento se sigue para calcular el puntaje final de un curso académico?
Cómo se establece la puntuación final de un programa de estudio en la universidad?
¿Cómo se obtiene la calificación definitiva de un estudiante en una asignatura determinada?",1
39,"Quienes pueden solicitar equivalencias de algunas asignaturas?
Estudiantes que desean solicitar equivalencias de algunas asignaturas
Profesores que necesitan solicitar equivalencias de algunas asignaturas
Alumnos que buscan solicitar equivalencias de algunas asignaturas
Personal académico que puede solicitar equivalencias de algunas asignaturas
Estudiantes que pueden solicitar equivalencias de algunas asignaturas
Docentes que desean solicitar equivalencias de algunas asignaturas
Alumnos que necesitan solicitar equivalencias de algunas asignaturas
Profesionales que buscan solicitar equivalencias de algunas asignaturas
Personal universitario que puede solicitar equivalencias de algunas asignaturas",3
40,"Que tipo de ámbitos son los consejos de carrera?
¿Qué categorías abarcan los consejos de carrera?
¿Cuáles son las áreas que cubren los consejos de carrera?
¿De qué tipo son los espacios que ocupan los consejos de carrera?
¿Qué género de comités son los consejos de carrera?
¿Qué tipo de grupos son los consejos de carrera?
¿Qué categorías de reuniones son los consejos de carrera?
¿Qué tipo de asambleas son los consejos de carrera?
¿Qué tipo de sesiones son los consejos de carrera?",-1
41,"Que datos contienen los anuncios?
Qué información proporcionan los boletines?
¿Qué detalles incluyen los comunicados?
Qué especificaciones tienen los avances?
Qué contenidos ofrecen los mensajes?
Qué especificaciones tienen los informes?
Qué datos se encuentran en las notificaciones?
Qué información brinda los recordatorios?
Qué especificaciones tiene el folleto?",4
42,"Quien esta a cargo de la difusion del llamado a concurso?
¿Quién es responsable de la publicación del anuncio de concurso?
¿A quién corresponde el envío del comunicado para el concurso?
¿Quién tiene la tarea de distribuir el llamado a concurso?
¿Quién está encargado de difundir el aviso de concurso?
¿A quién compete la emisión del llamado a concurso?
¿Quién es responsable de la divulgación del anuncio de concurso?
¿Quién tiene la función de enviar el comunicado para el concurso?
¿Quién está encargado de publicar el aviso de concurso?
¿A quién corresponde la difusión del llamado a concurso?",1
43,"Cual es el periodo de inscripcion a la convocatoria?
Cuál es el plazo de registro para la convocatoria?
¿Cuándo se abre el período de matrícula para la convocatoria?
¿Qué fechas son relevantes para la inscripción en la convocatoria?
¿Cuáles son las fechas límite para la inscripción a la convocatoria?
¿En qué momento se inicia el proceso de registro para la convocatoria?
¿Cuál es el plazo máximo para completar la inscripción a la convocatoria?
¿Qué calendario es aplicable para la inscripción en la convocatoria?
¿Cuándo debe realizarse la matrícula para participar en la convocatoria?",3
44,"Como realizo mi solicitud de inscripcion?
Cómo hago la solicitud para matricularme en la facultad?
Cómo puedo solicitar mi admisión a la universidad?
Cómo procedo con la solicitud de ingreso al curso?
Cómo presento mi petición para unirse a la institución académica?
Cómo inicio el proceso de inscripción en la facultad?
Cómo puedo hacer la solicitud de matrícula en línea?
Cómo realizo la solicitud de admisión para cursar un título?
Cómo procedo con la solicitud de ingreso al programa de estudios?
Cómo presento mi solicitud para ser admitido en la universidad?",3
45,"Cuando presento el planificación de la cátedra?
Cuándo presento el proyecto de la cátedra?
Cuándo presento el esquema de la cátedra?
Cuándo presento el diseño de la cátedra?
Cuándo presento el bosquejo de la cátedra?
Cuándo presento el plan de la cátedra?
Cuándo presento el anteproyecto de la cátedra?
Cuándo presento el borrador de la cátedra?
Cuándo presento el esbozo de la cátedra?",1
46,"Puedo presentarme a mas de un concurso?
Puedo participar en más de una convocatoria?
Puedo inscribirme en varios procesos de selección?
Puedo postularme para múltiples oportunidades?
Puedo ser candidato a varias becas?
Puedo solicitar mi participación en varios concursos?
Puedo estar presente en más de un proceso competitivo?
Puedo formar parte de varios sorteos académicos?
Puedo acceder a más de una convocatoria de premios?
Puedo ser considerado para múltiples programas de apoyo?",1
47,"Puede un apoderado intervenir en mis tramites?
Puede un tutor intervenir en mis procedimientos?
Puede un representante legal intervenir en mis trámites?
Puedo un familiar cercano intervenir en mis asuntos académicos?
Pueden los padres intervenir en mis decisiones universitarias?
Puedo un mentor intervenir en mi proceso de admisión?
Pueden las autoridades intervenir en mis actividades estudiantiles?
Puedo un consejero intervenir en mis problemas administrativos?
Pueden los representantes del alumnado intervenir en mis asuntos académicos?",1
48,"Como se designa al jurado?
Cómo se selecciona al panel de jueces?
Qué proceso sigue para la designación del tribunal?
Cómo se forma el comité de evaluación?
Quiénes integran el consejo de revisión?
Cómo se compone el grupo de expertos?
Qué miembros forman parte del comité asesor?
Cómo se nombra al panel de examinadores?
Qué personas participan en la junta de revisión?
Cómo se designa a los miembros del tribunal de honor",1
49,"Como se compone el jurado?
Qué miembros integran el tribunal académico?
¿Cuál es la composición del panel de examinadores?
Cómo está estructurada la junta de evaluación?
Qué comité forma el consejo de facultad para resolver disputas?
¿Quiénes forman parte del consejo de resolución de conflictos?
Cómo se organiza el comité de revisión de casos disciplinarios?
Qué grupo de personas forma el panel de apelación en asuntos académicos?
¿Cuál es la estructura del comité de evaluación de méritos docentes?",-1
50,"Cuales son las causales de recusacion de un miembro del jurado?
¿Qué motivos habilitan para la exclusión de un miembro del panel de jueces?
¿Cuáles son los criterios que justifican la excusa de un integrante del tribunal?
¿Qué razones permiten la renuncia de un miembro del consejo de arbitramento?
¿Qué circunstancias dan derecho a la exención de un miembro del comité de resolución?
¿Cuáles son las causas que justifican la exclusión de un miembro del panel de jueces?
¿Qué motivos habilitan para la excusa de un integrante del consejo de arbitramento?
¿Qué circunstancias dan derecho a la renuncia de un miembro del comité de resolución?
¿Cuáles son los criterios que justifican la exclusión de un miembro del tribunal?
¿Qué razones permiten la exención de un miembro del consejo de arbitramento?",1
51,"Como evalua el jurado al aspirante?
Cómo califica el panel de expertos al candidato?
Cómo juzga la comisión a los solicitantes?
Cómo determina la junta de evaluación al postulante?
Cómo aprecia el tribunal al aspirante?
Cómo valoriza el consejo académico al candidato?
Cómo analiza el comité de selección al solicitante?
Cómo considera el panel de expertos al aspirante?
Cómo sopesa la junta de admisión al postulante?",-1
